id,activity_date,activity_hour,step_total,total_intensity,average_intensity
1844505072,2016-03-23,2016-03-23T02:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T03:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T04:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T05:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T06:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T07:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T08:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T09:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T10:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T11:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T12:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T13:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T14:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T15:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T16:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T17:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T18:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T19:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T20:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T21:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T22:00:00Z,0,0,0
1844505072,2016-03-23,2016-03-23T23:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T00:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T01:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T02:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T03:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T04:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T05:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T06:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T07:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T08:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T09:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T10:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T11:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T12:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T13:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T14:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T15:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T16:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T17:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T18:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T19:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T20:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T21:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T22:00:00Z,0,0,0
1844505072,2016-03-24,2016-03-24T23:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T00:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T01:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T02:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T03:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T04:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T05:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T06:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T07:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T08:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T09:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T10:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T11:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T12:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T13:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T14:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T15:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T16:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T17:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T18:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T19:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T20:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T21:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T22:00:00Z,0,0,0
1844505072,2016-03-25,2016-03-25T23:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T00:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T01:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T02:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T03:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T04:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T05:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T06:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T07:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T08:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T09:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T10:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T11:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T12:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T13:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T14:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T15:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T16:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T17:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T18:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T19:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T20:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T21:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T22:00:00Z,0,0,0
1844505072,2016-03-26,2016-03-26T23:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T00:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T01:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T02:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T03:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T04:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T05:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T06:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T07:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T08:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T09:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T10:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T11:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T12:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T13:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T14:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T15:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T16:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T17:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T18:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T19:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T20:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T21:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T22:00:00Z,0,0,0
1844505072,2016-03-27,2016-03-27T23:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T00:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T01:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T02:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T03:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T04:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T05:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T06:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T07:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T08:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T09:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T10:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T11:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T12:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T13:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T14:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T15:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T16:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T17:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T18:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T19:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T20:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T21:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T22:00:00Z,0,0,0
1844505072,2016-03-28,2016-03-28T23:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T00:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T01:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T02:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T03:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T04:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T05:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T06:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T07:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T08:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T09:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T10:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T11:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T12:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T13:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T14:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T15:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T16:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T17:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T18:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T19:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T20:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T21:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T22:00:00Z,0,0,0
1844505072,2016-03-29,2016-03-29T23:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T00:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T01:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T02:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T03:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T04:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T05:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T06:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T07:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T08:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T09:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T10:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T11:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T12:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T13:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T14:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T15:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T16:00:00Z,0,0,0
1844505072,2016-03-30,2016-03-30T17:00:00Z,106,4,0.066667
1844505072,2016-03-30,2016-03-30T18:00:00Z,296,16,0.266667
1844505072,2016-03-30,2016-03-30T19:00:00Z,431,17,0.283333
1844505072,2016-03-30,2016-03-30T20:00:00Z,869,24,0.4
1844505072,2016-03-30,2016-03-30T21:00:00Z,648,23,0.383333
1844505072,2016-03-30,2016-03-30T22:00:00Z,24,3,0.05
1844505072,2016-03-30,2016-03-30T23:00:00Z,149,8,0.133333
1844505072,2016-03-31,2016-03-31T00:00:00Z,361,15,0.25
1844505072,2016-03-31,2016-03-31T01:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T02:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T03:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T04:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T05:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T06:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T07:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T08:00:00Z,0,0,0
1844505072,2016-03-31,2016-03-31T09:00:00Z,265,20,0.333333
1844505072,2016-03-31,2016-03-31T10:00:00Z,236,16,0.266667
1844505072,2016-03-31,2016-03-31T11:00:00Z,622,33,0.55
1844505072,2016-03-31,2016-03-31T12:00:00Z,42,3,0.05
1844505072,2016-03-31,2016-03-31T13:00:00Z,1530,53,0.883333
1844505072,2016-03-31,2016-03-31T14:00:00Z,272,13,0.216667
1844505072,2016-03-31,2016-03-31T15:00:00Z,697,24,0.4
1844505072,2016-03-31,2016-03-31T16:00:00Z,404,20,0.333333
1844505072,2016-03-31,2016-03-31T17:00:00Z,583,29,0.483333
1844505072,2016-03-31,2016-03-31T18:00:00Z,188,11,0.183333
1844505072,2016-03-31,2016-03-31T19:00:00Z,217,14,0.233333
1844505072,2016-03-31,2016-03-31T20:00:00Z,255,18,0.3
1844505072,2016-03-31,2016-03-31T21:00:00Z,264,15,0.25
1844505072,2016-03-31,2016-03-31T22:00:00Z,29,2,0.033333
1844505072,2016-03-31,2016-03-31T23:00:00Z,107,9,0.15
1844505072,2016-04-01,2016-04-01T00:00:00Z,231,13,0.216667
1844505072,2016-04-01,2016-04-01T01:00:00Z,114,5,0.083333
1844505072,2016-04-01,2016-04-01T02:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T03:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T04:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T05:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T06:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T07:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T08:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T09:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T10:00:00Z,0,0,0
1844505072,2016-04-01,2016-04-01T11:00:00Z,559,26,0.433333
1844505072,2016-04-01,2016-04-01T12:00:00Z,205,15,0.25
1844505072,2016-04-01,2016-04-01T13:00:00Z,250,17,0.283333
1844505072,2016-04-01,2016-04-01T14:00:00Z,295,15,0.25
1844505072,2016-04-01,2016-04-01T15:00:00Z,111,10,0.166667
1844505072,2016-04-01,2016-04-01T16:00:00Z,70,5,0.083333
1844505072,2016-04-01,2016-04-01T17:00:00Z,319,18,0.3
1844505072,2016-04-01,2016-04-01T18:00:00Z,1186,36,0.6
1844505072,2016-04-01,2016-04-01T19:00:00Z,2198,71,1.183333
1844505072,2016-04-01,2016-04-01T20:00:00Z,706,27,0.45
1844505072,2016-04-01,2016-04-01T21:00:00Z,388,26,0.433333
1844505072,2016-04-01,2016-04-01T22:00:00Z,141,6,0.1
1844505072,2016-04-01,2016-04-01T23:00:00Z,74,6,0.1
1844505072,2016-04-02,2016-04-02T00:00:00Z,245,18,0.3
1844505072,2016-04-02,2016-04-02T01:00:00Z,101,6,0.1
1844505072,2016-04-02,2016-04-02T02:00:00Z,0,0,0
1844505072,2016-04-02,2016-04-02T03:00:00Z,0,0,0
1844505072,2016-04-02,2016-04-02T04:00:00Z,0,0,0
1844505072,2016-04-02,2016-04-02T05:00:00Z,0,0,0
1844505072,2016-04-02,2016-04-02T06:00:00Z,0,0,0
1844505072,2016-04-02,2016-04-02T07:00:00Z,0,0,0
1844505072,2016-04-02,2016-04-02T08:00:00Z,17,1,0.016667
1844505072,2016-04-02,2016-04-02T09:00:00Z,56,2,0.033333
1844505072,2016-04-02,2016-04-02T10:00:00Z,20,1,0.016667
1844505072,2016-04-02,2016-04-02T11:00:00Z,385,22,0.366667
1844505072,2016-04-02,2016-04-02T12:00:00Z,0,0,0
1844505072,2016-04-02,2016-04-02T13:00:00Z,46,2,0.033333
1844505072,2016-04-02,2016-04-02T14:00:00Z,542,26,0.433333
1844505072,2016-04-02,2016-04-02T15:00:00Z,583,30,0.5
1844505072,2016-04-02,2016-04-02T16:00:00Z,453,22,0.366667
1844505072,2016-04-02,2016-04-02T17:00:00Z,257,18,0.3
1844505072,2016-04-02,2016-04-02T18:00:00Z,798,30,0.5
1844505072,2016-04-02,2016-04-02T19:00:00Z,166,11,0.183333
1844505072,2016-04-02,2016-04-02T20:00:00Z,516,24,0.4
1844505072,2016-04-02,2016-04-02T21:00:00Z,773,34,0.566667
1844505072,2016-04-02,2016-04-02T22:00:00Z,409,16,0.266667
1844505072,2016-04-02,2016-04-02T23:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T00:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T01:00:00Z,337,20,0.333333
1844505072,2016-04-03,2016-04-03T02:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T03:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T04:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T05:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T06:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T07:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T08:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T09:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T10:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T11:00:00Z,247,9,0.15
1844505072,2016-04-03,2016-04-03T12:00:00Z,454,15,0.25
1844505072,2016-04-03,2016-04-03T13:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T14:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T15:00:00Z,216,12,0.2
1844505072,2016-04-03,2016-04-03T16:00:00Z,609,29,0.483333
1844505072,2016-04-03,2016-04-03T17:00:00Z,175,8,0.133333
1844505072,2016-04-03,2016-04-03T18:00:00Z,138,8,0.133333
1844505072,2016-04-03,2016-04-03T19:00:00Z,441,22,0.366667
1844505072,2016-04-03,2016-04-03T20:00:00Z,160,9,0.15
1844505072,2016-04-03,2016-04-03T21:00:00Z,64,4,0.066667
1844505072,2016-04-03,2016-04-03T22:00:00Z,0,0,0
1844505072,2016-04-03,2016-04-03T23:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T00:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T01:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T02:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T03:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T04:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T05:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T06:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T07:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T08:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T09:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T10:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T11:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T12:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T13:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T14:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T15:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T16:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T17:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T18:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T19:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T20:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T21:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T22:00:00Z,0,0,0
1844505072,2016-04-04,2016-04-04T23:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T00:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T01:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T02:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T03:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T04:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T05:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T06:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T07:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T08:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T09:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T10:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T11:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T12:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T13:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T14:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T15:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T16:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T17:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T18:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T19:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T20:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T21:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T22:00:00Z,0,0,0
1844505072,2016-04-05,2016-04-05T23:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T00:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T01:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T02:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T03:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T04:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T05:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T06:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T07:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T08:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T09:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T10:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T11:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T12:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T13:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T14:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T15:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T16:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T17:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T18:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T19:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T20:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T21:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T22:00:00Z,0,0,0
1844505072,2016-04-06,2016-04-06T23:00:00Z,7,1,0.016667
1844505072,2016-04-07,2016-04-07T00:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T01:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T02:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T03:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T04:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T05:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T06:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T07:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T08:00:00Z,0,0,0
1844505072,2016-04-07,2016-04-07T09:00:00Z,469,20,0.333333
1844505072,2016-04-07,2016-04-07T10:00:00Z,941,33,0.55
1844505072,2016-04-07,2016-04-07T11:00:00Z,455,22,0.366667
1844505072,2016-04-07,2016-04-07T12:00:00Z,481,27,0.45
1844505072,2016-04-07,2016-04-07T13:00:00Z,299,21,0.35
1844505072,2016-04-07,2016-04-07T14:00:00Z,569,28,0.466667
1844505072,2016-04-07,2016-04-07T15:00:00Z,673,27,0.45
1844505072,2016-04-07,2016-04-07T16:00:00Z,519,23,0.383333
1844505072,2016-04-07,2016-04-07T17:00:00Z,552,19,0.316667
1844505072,2016-04-07,2016-04-07T18:00:00Z,401,19,0.316667
1844505072,2016-04-07,2016-04-07T19:00:00Z,402,14,0.233333
1844505072,2016-04-07,2016-04-07T20:00:00Z,89,7,0.116667
1844505072,2016-04-07,2016-04-07T21:00:00Z,241,15,0.25
1844505072,2016-04-07,2016-04-07T22:00:00Z,130,8,0.133333
1844505072,2016-04-07,2016-04-07T23:00:00Z,123,7,0.116667
1844505072,2016-04-08,2016-04-08T00:00:00Z,188,7,0.116667
1844505072,2016-04-08,2016-04-08T01:00:00Z,18,2,0.033333
1844505072,2016-04-08,2016-04-08T02:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T03:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T04:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T05:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T06:00:00Z,7,1,0.016667
1844505072,2016-04-08,2016-04-08T07:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T08:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T09:00:00Z,299,15,0.25
1844505072,2016-04-08,2016-04-08T10:00:00Z,1139,42,0.7
1844505072,2016-04-08,2016-04-08T11:00:00Z,418,19,0.316667
1844505072,2016-04-08,2016-04-08T12:00:00Z,463,20,0.333333
1844505072,2016-04-08,2016-04-08T13:00:00Z,241,10,0.166667
1844505072,2016-04-08,2016-04-08T14:00:00Z,260,8,0.133333
1844505072,2016-04-08,2016-04-08T15:00:00Z,283,13,0.216667
1844505072,2016-04-08,2016-04-08T16:00:00Z,535,24,0.4
1844505072,2016-04-08,2016-04-08T17:00:00Z,313,15,0.25
1844505072,2016-04-08,2016-04-08T18:00:00Z,613,23,0.383333
1844505072,2016-04-08,2016-04-08T19:00:00Z,257,8,0.133333
1844505072,2016-04-08,2016-04-08T20:00:00Z,282,14,0.233333
1844505072,2016-04-08,2016-04-08T21:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T22:00:00Z,0,0,0
1844505072,2016-04-08,2016-04-08T23:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T00:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T01:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T02:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T03:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T04:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T05:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T06:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T07:00:00Z,0,0,0
1844505072,2016-04-09,2016-04-09T08:00:00Z,301,14,0.233333
